FunctionType, TotalTime, SecurityParam, Iteration
genProof,617.900351,320,83
genProof,618.845022,320,84
genProof,624.311692,320,85
genProof,624.896993,320,86
genProof,616.093908,320,87
genProof,608.583481,320,88
genProof,608.934262,320,89
genProof,631.084601,320,90
genProof,625.61044,320,91
genProof,619.75044,320,92
genProof,629.873048,320,93
genProof,622.165157,320,94
genProof,628.59028,320,95
genProof,617.213072,320,96
genProof,612.660511,320,97
genProof,622.985976,320,98
genProof,617.437404,320,99
genProof,1194.037992,480,0
genProof,1191.0653360000001,480,1
genProof,1193.060657,480,2
genProof,1201.301831,480,3
genProof,1209.2000130000001,480,4
genProof,1216.451967,480,5
genProof,1179.264207,480,6
genProof,1194.343827,480,7
genProof,1200.723021,480,8
genProof,1216.883352,480,9
genProof,1182.349728,480,10
genProof,1221.6982110000001,480,11
genProof,1174.720425,480,12
genProof,1181.740055,480,13
genProof,1178.131558,480,14
genProof,1203.204862,480,15
genProof,1194.172701,480,16
genProof,1172.048174,480,17
genProof,1199.0556800000002,480,18
genProof,1176.881313,480,19
genProof,1193.992615,480,20
genProof,1204.926782,480,21
genProof,1232.2993529999999,480,22
genProof,1215.097858,480,23
genProof,1230.052631,480,24
genProof,1207.371967,480,25
genProof,1196.704383,480,26
genProof,1208.9232180000001,480,27
genProof,1191.9118959999998,480,28
genProof,1178.491693,480,29
genProof,1212.0608770000001,480,30
genProof,1194.896538,480,31
genProof,1183.537678,480,32
genProof,1192.361659,480,33
genProof,1203.8275919999999,480,34
genProof,1193.050039,480,35
genProof,1215.140792,480,36
genProof,1183.885858,480,37
genProof,1194.722137,480,38
genProof,1220.2884549999999,480,39
genProof,1294.1861470000001,480,40
genProof,1180.727523,480,41
genProof,1190.4979739999999,480,42
genProof,1176.725295,480,43
genProof,1159.0252990000001,480,44
genProof,1165.4539340000001,480,45
genProof,1177.0024640000001,480,46
genProof,1170.2743870000002,480,47
genProof,1165.365739,480,48
genProof,1138.680356,480,49
genProof,1170.537873,480,50
genProof,1201.997064,480,51
genProof,1201.331856,480,52
genProof,1172.106874,480,53
genProof,1172.749713,480,54
genProof,1181.95951,480,55
genProof,1196.8162229999998,480,56
genProof,1176.9636240000002,480,57
genProof,1169.426447,480,58
genProof,1173.9779589999998,480,59
genProof,1177.862952,480,60
genProof,1185.7661289999999,480,61
genProof,1189.801498,480,62
genProof,1207.04485,480,63
genProof,1237.02942,480,64
genProof,1227.734895,480,65
genProof,1193.481113,480,66
genProof,1203.221705,480,67
genProof,1179.882017,480,68
genProof,1199.186315,480,69
genProof,1187.908653,480,70
genProof,1174.621503,480,71
genProof,1202.2018400000002,480,72
genProof,1197.4822629999999,480,73
genProof,1191.074698,480,74
genProof,1201.5442229999999,480,75
genProof,1193.081548,480,76
genProof,1196.5956609999998,480,77
genProof,1183.017639,480,78
genProof,1199.519278,480,79
genProof,1188.23663,480,80
genProof,1187.379766,480,81
genProof,1187.774795,480,82
genProof,1193.803113,480,83
genProof,1210.904139,480,84
genProof,1227.867167,480,85
genProof,1213.19245,480,86
genProof,1209.544196,480,87
genProof,1204.1286479999999,480,88
genProof,1208.9355209999999,480,89
genProof,1194.1540420000001,480,90
genProof,1191.484946,480,91
genProof,1247.449275,480,92
genProof,1190.396644,480,93
genProof,1179.166882,480,94
genProof,1186.190738,480,95
genProof,1201.598331,480,96
genProof,1162.957136,480,97
genProof,1211.927534,480,98
genProof,1172.609169,480,99
genProof,1957.568323,640,0
genProof,1962.915867,640,1
genProof,1962.463706,640,2
genProof,1933.681217,640,3
genProof,1927.343672,640,4
genProof,1933.0007289999999,640,5
genProof,1957.655239,640,6
genProof,1949.886399,640,7
genProof,1918.303848,640,8
genProof,1964.267156,640,9
genProof,1952.868045,640,10
genProof,2060.815264,640,11
genProof,2438.3985159999997,640,12
genProof,2234.1029790000002,640,13
genProof,2072.415665,640,14
genProof,1976.456021,640,15
genProof,2386.161767,640,16
genProof,1998.474782,640,17
genProof,2021.2050929999998,640,18
genProof,1953.344556,640,19
genProof,2067.7969319999997,640,20
genProof,1955.431768,640,21
genProof,2051.090147,640,22
genProof,1949.389759,640,23
genProof,2063.257336,640,24
genProof,1929.743376,640,25
genProof,2024.353607,640,26
genProof,1940.098633,640,27
genProof,1987.652552,640,28
genProof,1949.966171,640,29
genProof,2063.7706239999998,640,30
genProof,1939.7483499999998,640,31
genProof,2086.035486,640,32
genProof,1957.7077439999998,640,33
genProof,1952.605603,640,34
genProof,1953.442106,640,35
genProof,1976.8906559999998,640,36
genProof,1924.9735409999998,640,37
genProof,1947.479813,640,38
genProof,1934.908598,640,39
genProof,1999.762592,640,40
genProof,1949.57102,640,41
genProof,1934.677972,640,42
genProof,1935.1361259999999,640,43
genProof,1934.452342,640,44
genProof,2033.78032,640,45
genProof,1961.012114,640,46
genProof,1963.988065,640,47
genProof,2140.706884,640,48
genProof,1968.6070550000002,640,49
genProof,1968.739996,640,50
genProof,1948.054569,640,51
genProof,2023.2333979999999,640,52
genProof,1982.726981,640,53
genProof,1984.7771380000001,640,54
genProof,1945.050991,640,55
genProof,1944.4415310000002,640,56
genProof,1980.008734,640,57
genProof,1969.614524,640,58
genProof,1948.6922650000001,640,59
genProof,1973.548036,640,60
genProof,1958.7218090000001,640,61
genProof,1953.57834,640,62
genProof,1945.8083020000001,640,63
genProof,1970.824881,640,64
genProof,1948.590187,640,65
genProof,1948.4177920000002,640,66
genProof,1930.6573629999998,640,67
genProof,1965.5896129999999,640,68
genProof,2003.530322,640,69
genProof,1959.823081,640,70
genProof,1964.749413,640,71
genProof,1992.6368969999999,640,72
genProof,2190.674414,640,73
genProof,1962.2983789999998,640,74
genProof,1982.769579,640,75
genProof,1976.319232,640,76
genProof,1958.1540719999998,640,77
genProof,1969.6926210000001,640,78
genProof,1950.478989,640,79
genProof,1956.835218,640,80
genProof,1956.48583,640,81
genProof,1977.230411,640,82
genProof,1971.002331,640,83
genProof,2006.841819,640,84
genProof,1967.71552,640,85
genProof,1968.443354,640,86
genProof,1965.5886030000001,640,87
genProof,2076.756198,640,88
genProof,1958.015922,640,89
genProof,1988.978942,640,90
genProof,1958.866624,640,91
genProof,1974.8771080000001,640,92
genProof,1985.2932489999998,640,93
genProof,1999.30486,640,94
genProof,2029.6261430000002,640,95
genProof,1967.986153,640,96
genProof,1954.004908,640,97
genProof,1963.6634390000002,640,98
genProof,1947.919793,640,99
verifyProof,2646.0205339999998,160,0
verifyProof,2619.9271350000004,160,1
verifyProof,2627.910089,160,2
verifyProof,2635.8887489999997,160,3
verifyProof,2640.870692,160,4
verifyProof,2626.6891490000003,160,5
verifyProof,2638.144951,160,6
verifyProof,2608.462544,160,7
verifyProof,2640.344913,160,8
verifyProof,2618.383442,160,9
verifyProof,2651.529293,160,10
verifyProof,2620.4847290000002,160,11
verifyProof,2642.689468,160,12
verifyProof,2641.2247190000003,160,13
verifyProof,2606.892287,160,14
verifyProof,2624.4092339999997,160,15
verifyProof,2621.349793,160,16
verifyProof,2612.807512,160,17
verifyProof,2702.128967,160,18
verifyProof,2614.9679269999997,160,19
verifyProof,2619.90652,160,20
verifyProof,2615.926581,160,21
verifyProof,2615.803128,160,22
verifyProof,2622.638952,160,23
verifyProof,2598.586622,160,24
verifyProof,2623.4453869999998,160,25
verifyProof,2633.008947,160,26
verifyProof,2609.3986889999996,160,27
verifyProof,2642.566515,160,28
verifyProof,2614.2546279999997,160,29
verifyProof,2619.1005569999998,160,30
verifyProof,2612.682334,160,31
verifyProof,2630.849604,160,32
verifyProof,2623.431177,160,33
verifyProof,2640.620518,160,34
verifyProof,2620.649104,160,35
verifyProof,2619.464721,160,36
verifyProof,2622.807523,160,37
verifyProof,2644.1762639999997,160,38
verifyProof,2615.4512219999997,160,39
verifyProof,2609.148561,160,40
verifyProof,2638.924047,160,41
verifyProof,2734.1715240000003,160,42
verifyProof,2643.242881,160,43
verifyProof,2614.422153,160,44
verifyProof,2648.409302,160,45
verifyProof,2614.138991,160,46
verifyProof,2630.8964490000003,160,47
verifyProof,2616.528634,160,48
verifyProof,2619.058408,160,49
verifyProof,2612.555574,160,50
verifyProof,2623.58729,160,51
verifyProof,2628.743728,160,52
verifyProof,2636.23078,160,53
verifyProof,2608.6855990000004,160,54
verifyProof,2627.477541,160,55
verifyProof,2667.334609,160,56
verifyProof,2611.230258,160,57
verifyProof,2639.2110190000003,160,58
verifyProof,2610.7940799999997,160,59
verifyProof,2613.870303,160,60
verifyProof,2620.1483,160,61
verifyProof,2631.363996,160,62
verifyProof,2644.4186950000003,160,63
verifyProof,2708.870469,160,64
verifyProof,2625.462835,160,65
verifyProof,2673.705611,160,66
verifyProof,2622.9390270000004,160,67
verifyProof,2657.328099,160,68
verifyProof,2717.632676,160,69
verifyProof,2623.819873,160,70
verifyProof,2623.796202,160,71
verifyProof,2613.349995,160,72
verifyProof,2660.481227,160,73
verifyProof,2622.414754,160,74
verifyProof,2614.861187,160,75
verifyProof,2635.430387,160,76
verifyProof,2639.2419299999997,160,77
verifyProof,2626.4562210000004,160,78
verifyProof,2647.426041,160,79
verifyProof,2615.206275,160,80
verifyProof,2625.184242,160,81
verifyProof,2626.388901,160,82
verifyProof,2637.365573,160,83
verifyProof,2631.9608369999996,160,84
verifyProof,2642.5012309999997,160,85
verifyProof,2645.683125,160,86
verifyProof,2610.047945,160,87
verifyProof,2654.4532360000003,160,88
verifyProof,2617.6881070000004,160,89
verifyProof,2622.325161,160,90
verifyProof,2630.1591919999996,160,91
verifyProof,2611.950069,160,92
verifyProof,2637.361478,160,93
verifyProof,2663.329621,160,94
verifyProof,2637.2975539999998,160,95
verifyProof,2625.3596319999997,160,96
verifyProof,2628.7877320000002,160,97
verifyProof,2652.292121,160,98
verifyProof,2626.200227,160,99
verifyProof,6595.158852,320,0
verifyProof,6618.949297,320,1
verifyProof,6605.998826999999,320,2
verifyProof,7745.658093,320,3
verifyProof,6872.761058,320,4
verifyProof,6574.021267,320,5
verifyProof,6628.055854,320,6
verifyProof,6536.22684,320,7
verifyProof,6540.370862,320,8
verifyProof,6563.79699,320,9
verifyProof,6521.148421999999,320,10
verifyProof,6600.718597,320,11
verifyProof,6540.719138,320,12
verifyProof,6544.270187,320,13
verifyProof,6546.753428,320,14
verifyProof,6540.284776,320,15
verifyProof,6623.749585,320,16
verifyProof,6556.172648999999,320,17
verifyProof,6528.2884890000005,320,18
verifyProof,6539.785357000001,320,19
verifyProof,6584.158362,320,20
verifyProof,6589.079946,320,21
verifyProof,6563.786639,320,22
verifyProof,6527.871442000001,320,23
verifyProof,6608.924120000001,320,24
verifyProof,6510.541344,320,25
verifyProof,6546.898612999999,320,26
verifyProof,6641.606677999999,320,27
verifyProof,6534.414126,320,28
verifyProof,6589.340102,320,29
verifyProof,6529.773286000001,320,30
verifyProof,6554.453516,320,31
verifyProof,6560.417892,320,32
verifyProof,6525.71424,320,33
verifyProof,6590.974396,320,34
verifyProof,6596.947363,320,35
verifyProof,6560.384831,320,36
verifyProof,6553.952713000001,320,37
verifyProof,6585.739391,320,38
verifyProof,6554.603979,320,39
verifyProof,6519.208952999999,320,40
verifyProof,6544.990661,320,41
verifyProof,6553.448958,320,42
verifyProof,6525.59133,320,43
verifyProof,6662.730938000001,320,44
verifyProof,6524.346816,320,45
verifyProof,6518.194364,320,46
verifyProof,6564.094744,320,47
verifyProof,6560.558168,320,48
verifyProof,6538.086207,320,49
verifyProof,6536.984922000001,320,50
verifyProof,6535.22872,320,51
verifyProof,6538.377557999999,320,52
verifyProof,6525.237253,320,53
verifyProof,6569.254281,320,54
verifyProof,6551.605587,320,55
verifyProof,6543.983235,320,56
verifyProof,6548.0371860000005,320,57
verifyProof,6566.238221,320,58
verifyProof,6588.15661,320,59
verifyProof,6586.283151,320,60
verifyProof,6594.626474,320,61
verifyProof,6593.602393,320,62
verifyProof,6561.832227,320,63
verifyProof,6512.742665,320,64
verifyProof,6575.697564,320,65
verifyProof,6510.177129,320,66
verifyProof,6569.710616,320,67
verifyProof,6550.488377,320,68
verifyProof,6537.93667,320,69
verifyProof,6547.300485,320,70
verifyProof,6542.342207,320,71
verifyProof,6540.903926,320,72
verifyProof,6568.8354819999995,320,73
verifyProof,6540.367021,320,74
verifyProof,6567.235423,320,75
verifyProof,6530.995515,320,76
verifyProof,6648.805378,320,77
verifyProof,6619.650807,320,78
verifyProof,6652.814488999999,320,79
verifyProof,6559.984485,320,80
verifyProof,6554.8972619999995,320,81
verifyProof,6532.315638,320,82
verifyProof,6561.8895090000005,320,83
verifyProof,6622.625453000001,320,84
verifyProof,6536.428325,320,85
verifyProof,6563.949149,320,86
verifyProof,6555.152457,320,87
verifyProof,6550.222546999999,320,88
verifyProof,6539.621411,320,89
verifyProof,6551.205572,320,90
verifyProof,6596.5095519999995,320,91
verifyProof,6550.450874,320,92
verifyProof,6566.482323,320,93
verifyProof,6577.105832,320,94
verifyProof,6602.431977,320,95
verifyProof,6550.723848,320,96
verifyProof,6556.657160000001,320,97
verifyProof,6528.467436,320,98
verifyProof,6615.659075,320,99
verifyProof,12606.238881,480,0
verifyProof,12533.312734000001,480,1
verifyProof,12389.713854,480,2
verifyProof,12490.851163000001,480,3
verifyProof,12477.673575,480,4
verifyProof,12583.303928,480,5
verifyProof,12445.026602,480,6
verifyProof,12369.528822,480,7
verifyProof,12446.354719,480,8
verifyProof,12530.491698,480,9
verifyProof,12491.082088000001,480,10
verifyProof,12451.594671,480,11
verifyProof,12447.443021,480,12
verifyProof,12601.202186,480,13
verifyProof,12515.69544,480,14
verifyProof,12692.806786000001,480,15
verifyProof,12533.97253,480,16
verifyProof,12449.506018,480,17
verifyProof,12494.040230999999,480,18
verifyProof,12668.782233,480,19
verifyProof,12526.536495,480,20
verifyProof,12571.539748,480,21
verifyProof,12604.328264,480,22
verifyProof,12695.624735000001,480,23
verifyProof,12618.528336000001,480,24
verifyProof,12394.056515,480,25
verifyProof,12631.268950000001,480,26
verifyProof,12760.921199,480,27
verifyProof,12521.680483,480,28
verifyProof,12435.094197,480,29
verifyProof,12603.468888,480,30
verifyProof,12701.584331,480,31
verifyProof,12410.824527,480,32
verifyProof,12591.389587,480,33
verifyProof,12501.802778,480,34
verifyProof,12633.360593000001,480,35
verifyProof,12729.705823,480,36
verifyProof,12602.908404000002,480,37
verifyProof,12598.998464999999,480,38
verifyProof,12628.522964,480,39
verifyProof,12457.698037,480,40
verifyProof,12325.852336,480,41
verifyProof,12304.310321,480,42
verifyProof,12584.129493,480,43
verifyProof,12285.905864,480,44
verifyProof,12150.574519,480,45
verifyProof,12062.495136000001,480,46
verifyProof,12188.371054,480,47
verifyProof,12101.912139,480,48
verifyProof,12678.15249,480,49
verifyProof,12424.918819,480,50
verifyProof,12421.550536,480,51
verifyProof,12442.695334,480,52
verifyProof,12445.149881000001,480,53
verifyProof,12429.404719,480,54
verifyProof,12444.097825,480,55
verifyProof,12260.082361,480,56
verifyProof,12509.584004,480,57
verifyProof,12460.507599999999,480,58
verifyProof,12615.032494,480,59
verifyProof,12590.806172,480,60
verifyProof,12424.697517,480,61
verifyProof,12543.582098,480,62
verifyProof,12407.44802,480,63
verifyProof,12493.240487,480,64
verifyProof,12305.561631,480,65
verifyProof,12282.83641,480,66
verifyProof,12370.424237,480,67
verifyProof,12572.281697999999,480,68
verifyProof,12566.039837,480,69
verifyProof,12465.499683999999,480,70
verifyProof,12362.299745,480,71
verifyProof,12449.296287,480,72
verifyProof,12490.517869,480,73
verifyProof,12291.714749,480,74
verifyProof,12387.536645999999,480,75
verifyProof,12506.870764000001,480,76
verifyProof,12474.355403000001,480,77
verifyProof,12511.170342,480,78
verifyProof,12300.272508,480,79
verifyProof,12560.517405,480,80
verifyProof,12437.184841,480,81
verifyProof,12457.964784,480,82
verifyProof,12546.30184,480,83
verifyProof,12568.831135,480,84
verifyProof,12527.862491,480,85
verifyProof,12506.222072,480,86
verifyProof,12493.994839,480,87
verifyProof,12555.748668,480,88
verifyProof,12580.701189,480,89
verifyProof,12663.608877,480,90
verifyProof,12801.390703,480,91
verifyProof,12570.153682,480,92
verifyProof,12672.759684,480,93
verifyProof,12501.441832999999,480,94
verifyProof,12269.98394,480,95
verifyProof,12290.704941,480,96
verifyProof,12298.443528,480,97
verifyProof,12187.018432,480,98
verifyProof,12287.832693,480,99
verifyProof,20858.323682000002,640,0
verifyProof,20948.047565,640,1
verifyProof,20798.032694,640,2
verifyProof,20563.749774,640,3
verifyProof,20423.86263,640,4
verifyProof,20537.439838000002,640,5
verifyProof,20396.182227,640,6
verifyProof,20469.3549,640,7
verifyProof,20413.359451,640,8
verifyProof,20595.617487,640,9
verifyProof,20722.695100999998,640,10
verifyProof,21137.144406,640,11
verifyProof,22677.968952,640,12
verifyProof,20855.580125,640,13
verifyProof,20901.301938,640,14
verifyProof,21968.154050999998,640,15
verifyProof,21125.149176,640,16
verifyProof,20554.019601,640,17
verifyProof,20487.439521,640,18
verifyProof,20564.409781,640,19
verifyProof,20994.238932999997,640,20
verifyProof,20786.741466,640,21
verifyProof,20978.105645,640,22
verifyProof,20507.443208,640,23
verifyProof,20577.419900999997,640,24
verifyProof,20522.765945,640,25
verifyProof,20911.653816000002,640,26
verifyProof,21067.468496,640,27
verifyProof,20601.807033,640,28
verifyProof,20746.758460999998,640,29
verifyProof,20435.756854,640,30
verifyProof,20333.838634,640,31
verifyProof,21205.032229,640,32
verifyProof,20958.400791,640,33
verifyProof,20705.369095,640,34
verifyProof,20614.500909,640,35
verifyProof,20701.550846,640,36
verifyProof,20679.529595999997,640,37
verifyProof,20572.282234,640,38
verifyProof,20505.478264,640,39
verifyProof,20671.339658,640,40
verifyProof,20547.072684,640,41
verifyProof,20474.505183,640,42
verifyProof,20493.658952,640,43
verifyProof,21896.929524,640,44
verifyProof,21399.331468,640,45
verifyProof,21944.396745,640,46
verifyProof,20725.445143,640,47
verifyProof,21032.752204,640,48
verifyProof,20505.146003,640,49
verifyProof,20727.071002999997,640,50
verifyProof,20567.746062000002,640,51
verifyProof,20823.12515,640,52
verifyProof,20659.548633,640,53
verifyProof,20622.757988,640,54
verifyProof,20620.454413,640,55
verifyProof,20717.412444,640,56
verifyProof,20650.980135,640,57
verifyProof,20615.612094,640,58
verifyProof,20691.906748,640,59
verifyProof,20523.99191,640,60
verifyProof,20738.161011,640,61
verifyProof,20762.684277999997,640,62
verifyProof,20804.775703,640,63
verifyProof,20879.38866,640,64
verifyProof,20510.803132,640,65
verifyProof,20587.004795999997,640,66
verifyProof,20958.642658999997,640,67
verifyProof,20660.951822000003,640,68
verifyProof,20717.177852,640,69
verifyProof,20636.585144,640,70
verifyProof,20534.267814,640,71
verifyProof,21767.336394,640,72
verifyProof,22001.276450999998,640,73
verifyProof,20908.919145,640,74
verifyProof,20552.734837,640,75
verifyProof,20662.512235000002,640,76
verifyProof,20565.29513,640,77
verifyProof,20560.377193,640,78
verifyProof,20511.466686,640,79
verifyProof,20493.43756,640,80
verifyProof,20831.623035,640,81
verifyProof,20597.724205,640,82
verifyProof,20606.407852,640,83
verifyProof,20762.164591,640,84
verifyProof,20825.002846,640,85
verifyProof,20561.274536999998,640,86
verifyProof,20539.413312,640,87
verifyProof,20610.983768000002,640,88
verifyProof,20733.848821,640,89
verifyProof,20721.525331999997,640,90
verifyProof,20651.138305,640,91
verifyProof,20604.114917,640,92
verifyProof,20542.831531,640,93
verifyProof,20667.395659,640,94
verifyProof,20636.031847000002,640,95
verifyProof,20479.933602999998,640,96
verifyProof,20657.516891,640,97
verifyProof,20504.737434,640,98
verifyProof,20614.063597,640,99
